Book Title,Author,Edition,Product Type,Copyright Year,Copyright Holder,Print ISBN,Electronic ISBN,Language,Language Collection,eBook Package,English Package Name,German Package Name,Series Print ISSN,Series Electronic ISSN,Series Title,Volume Number,DOI URL,OpenURL,Subject Classification,Publisher,Imprint
"Plant Physiology, Development and Metabolism","Satish C Bhatla, Manju A. Lal",1st ed. 2018,Graduate/advanced undergraduate textbook,2018,Springer Nature Singapore Pte Ltd.,978-981-13-2022-4,978-981-13-2023-1,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-981-13-2023-1,http://link.springer.com/openurl?genre=book&isbn=978-981-13-2023-1,Life Sciences; Plant Physiology; Plant Anatomy/Development; Plant Ecology; Plant Breeding/Biotechnology; Plant Genetics and Genomics,Springer Singapore,Springer
Quantum Mechanics for Pedestrians 1,Jochen Pade,2nd ed. 2018,Undergraduate textbook,2018,Springer Nature Switzerland AG,978-3-030-00463-7,978-3-030-00464-4,EN,English/International,11651,Physics and Astronomy,,2192-4791,2192-4805,Undergraduate Lecture Notes in Physics,,http://doi.org/10.1007/978-3-030-00464-4,http://link.springer.com/openurl?genre=book&isbn=978-3-030-00464-4,"Physics; Quantum Physics; Quantum Field Theories, String Theory; Mathematical Applications in the Physical Sciences; Quantum Information Technology, Spintronics; Mathematical Methods in Physics",Springer International Publishing,Springer
Plant Anatomy,"Richard Crang, Sheila Lyons-Sobaski, Robert Wise",1st ed. 2018,Undergraduate textbook,2018,Springer Nature Switzerland AG,978-3-319-77208-0,978-3-319-77315-5,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-319-77315-5,http://link.springer.com/openurl?genre=book&isbn=978-3-319-77315-5,Life Sciences; Plant Anatomy/Development; Plant Genetics and Genomics; Microbial Genetics and Genomics,Springer International Publishing,Springer
Quantum Mechanics for Pedestrians 2,Jochen Pade,2nd ed. 2018,Undergraduate textbook,2018,Springer Nature Switzerland AG,978-3-030-00466-8,978-3-030-00467-5,EN,English/International,11651,Physics and Astronomy,,2192-4791,2192-4805,Undergraduate Lecture Notes in Physics,,http://doi.org/10.1007/978-3-030-00467-5,http://link.springer.com/openurl?genre=book&isbn=978-3-030-00467-5,"Physics; Quantum Physics; Quantum Field Theories, String Theory; Mathematical Applications in the Physical Sciences; Quantum Information Technology, Spintronics",Springer International Publishing,Springer
Excel Data Analysis,Hector Guerrero,2nd ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-01278-6,978-3-030-01279-3,EN,English/International,41169,Business and Management,,,,,,http://doi.org/10.1007/978-3-030-01279-3,http://link.springer.com/openurl?genre=book&isbn=978-3-030-01279-3,Business and Management; Operations Research/Decision Theory; Probability Theory and Stochastic Processes; Statistics for Business/Economics/Mathematical Finance/Insurance; Organization; Business Mathematics; IT in Business,Springer International Publishing,Springer
Quick Start Guide to VHDL,Brock J. LaMeres,1st ed. 2019,Undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-04515-9,978-3-030-04516-6,EN,English/International,11647,Engineering,,,,,,http://doi.org/10.1007/978-3-030-04516-6,http://link.springer.com/openurl?genre=book&isbn=978-3-030-04516-6,Engineering; Circuits and Systems; Processor Architectures; Logic Design,Springer International Publishing,Springer
Java in Two Semesters,"Quentin Charatan, Aaron Kans",4th ed. 2019,Undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-319-99419-2,978-3-319-99420-8,EN,English/International,11645,Computer Science,,1868-0941,1868-095X,Texts in Computer Science,,http://doi.org/10.1007/978-3-319-99420-8,http://link.springer.com/openurl?genre=book&isbn=978-3-319-99420-8,"Computer Science; Programming Languages, Compilers, Interpreters; Java; Control Structures and Microprogramming; Computer System Implementation",Springer International Publishing,Springer
Managing Media and Digital Organizations,Eli M. Noam,1st ed. 2019,Graduate/advanced undergraduate textbook,2019,The Editor(s) (if applicable) and The Author(s),978-3-319-71287-1,978-3-319-71288-8,EN,English/International,41173,"Literature, Cultural and Media Studies",,,,,,http://doi.org/10.1007/978-3-319-71288-8,http://link.springer.com/openurl?genre=book&isbn=978-3-319-71288-8,Cultural and Media Studies; Media and Communication; Media Management; Culture and Technology; Cultural Management; Management,Springer International Publishing,Palgrave Macmillan
Media and Digital Management,Eli M. Noam,1st ed. 2019,Graduate/advanced undergraduate textbook,2019,The Editor(s) (if applicable) and The Author(s),978-3-319-71344-1,978-3-319-72000-5,EN,English/International,41173,"Literature, Cultural and Media Studies",,,,,,http://doi.org/10.1007/978-3-319-72000-5,http://link.springer.com/openurl?genre=book&isbn=978-3-319-72000-5,Cultural and Media Studies; Media and Communication; Media Management; Business Information Systems,Springer International Publishing,Palgrave Macmillan
"An Anthology of London in Literature, 1558-1914","Geoffrey G. Hiller, Peter L. Groves, Alan F. Dilnot",1st ed. 2019,Graduate/advanced undergraduate textbook,2019,The Editor(s) (if applicable) and The Author(s),978-3-030-05608-7,978-3-030-05609-4,EN,English/International,41173,"Literature, Cultural and Media Studies",,,,,,http://doi.org/10.1007/978-3-030-05609-4,http://link.springer.com/openurl?genre=book&isbn=978-3-030-05609-4,Popular Science; Popular Science in Literature; British and Irish Literature; Early Modern/Renaissance Literature; Eighteenth-Century Literature; History of Britain and Ireland; Nineteenth-Century Literature,Springer International Publishing,Palgrave Macmillan
Astronautics,Ulrich Walter,3rd ed. 2018,Graduate/advanced undergraduate textbook,2018,Springer Nature Switzerland AG,978-3-319-74372-1,978-3-319-74373-8,EN,English/International,11647,Engineering,,,,,,http://doi.org/10.1007/978-3-319-74373-8,http://link.springer.com/openurl?genre=book&isbn=978-3-319-74373-8,"Engineering; Aerospace Technology and Astronautics; Space Sciences (including Extraterrestrial Physics, Space Exploration and Astronautics); Classical Mechanics; Classical and Quantum Gravitation, Relativity Theory",Springer International Publishing,Springer
Perceptual Organization,Stephen Handel,1st ed. 2019,Graduate/advanced undergraduate textbook,2019,The Editor(s) (if applicable) and The Author(s),978-3-319-96336-5,978-3-319-96337-2,EN,English/International,41168,Behavioral Science and Psychology,,,,,,http://doi.org/10.1007/978-3-319-96337-2,http://link.springer.com/openurl?genre=book&isbn=978-3-319-96337-2,Psychology; Cognitive Psychology; Neuropsychology; Neurosciences; Audio-Visual Culture,Springer International Publishing,Palgrave Macmillan
Research Methods for Social Justice and Equity in Education,"Kamden K. Strunk, Leslie Ann Locke",1st ed. 2019,Graduate/advanced undergraduate textbook,2019,The Editor(s) (if applicable) and The Author(s),978-3-030-05899-9,978-3-030-05900-2,EN,English/International,41171,Education,,,,,,http://doi.org/10.1007/978-3-030-05900-2,http://link.springer.com/openurl?genre=book&isbn=978-3-030-05900-2,"Education; Research Methods in Education; Social Justice, Equality and Human Rights; Social Work; Teaching and Teacher Education",Springer International Publishing,Palgrave Macmillan
Educational Technology,"Ronghuai Huang, J. Michael Spector, Junfeng Yang",1st ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Singapore Pte Ltd.,978-981-13-6642-0,978-981-13-6643-7,EN,English/International,41171,Education,,2196-4963,2196-4971,Lecture Notes in Educational Technology,,http://doi.org/10.1007/978-981-13-6643-7,http://link.springer.com/openurl?genre=book&isbn=978-981-13-6643-7,Education; Educational Technology; Computers and Education,Springer Singapore,Springer
Quick Start Guide to Verilog,Brock J. LaMeres,1st ed. 2019,Undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-10551-8,978-3-030-10552-5,EN,English/International,11647,Engineering,,,,,,http://doi.org/10.1007/978-3-030-10552-5,http://link.springer.com/openurl?genre=book&isbn=978-3-030-10552-5,Engineering; Circuits and Systems; Processor Architectures; Logic Design,Springer International Publishing,Springer
Spine Surgery,"Bernhard Meyer, Michael Rauschmann",1st ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-319-98874-0,978-3-319-98875-7,EN,English/International,11650,Medicine,,,,,,http://doi.org/10.1007/978-3-319-98875-7,http://link.springer.com/openurl?genre=book&isbn=978-3-319-98875-7,Medicine & Public Health; Neurosurgery; Surgical Orthopedics,Springer International Publishing,Springer
Introduction to Logic Circuits & Logic Design with VHDL ,Brock J. LaMeres,2nd ed. 2019,Undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-12488-5,978-3-030-12489-2,EN,English/International,11647,Engineering,,,,,,http://doi.org/10.1007/978-3-030-12489-2,http://link.springer.com/openurl?genre=book&isbn=978-3-030-12489-2,Engineering; Circuits and Systems; Processor Architectures; Logic Design,Springer International Publishing,Springer
Social Justice Theory and Practice for Social Work,"Lynelle Watts, David Hodgson",1st ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Singapore Pte Ltd.,978-981-13-3620-1,978-981-13-3621-8,EN,English/International,41176,Social Sciences,,,,,,http://doi.org/10.1007/978-981-13-3621-8,http://link.springer.com/openurl?genre=book&isbn=978-981-13-3621-8,"Social Sciences; Social Work; Social Justice, Equality and Human Rights; Political Philosophy; Children, Youth and Family Policy",Springer Singapore,Springer
School Leadership and Educational Change in Singapore,"Benjamin Wong, Salleh Hairon, Pak Tee Ng",1st ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-319-74744-6,978-3-319-74746-0,EN,English/International,41171,Education,,2366-7672,2366-7680,Springer Texts in Education,,http://doi.org/10.1007/978-3-319-74746-0,http://link.springer.com/openurl?genre=book&isbn=978-3-319-74746-0,"Education; Administration, Organization and Leadership; Educational Policy and Politics; Schools and Schooling",Springer International Publishing,Springer
Digital Business Models,Bernd W. Wirtz,1st ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-13004-6,978-3-030-13005-3,EN,English/International,41169,Business and Management,,2196-8705,2196-8713,Progress in IS,,http://doi.org/10.1007/978-3-030-13005-3,http://link.springer.com/openurl?genre=book&isbn=978-3-030-13005-3,Business and Management; e-Business/e-Commerce; e-Commerce/e-business; Organization; Innovation/Technology Management; Entrepreneurship,Springer International Publishing,Springer
Introduction to Logic Circuits & Logic Design with Verilog,Brock J. LaMeres,2nd ed. 2019,Undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-13604-8,978-3-030-13605-5,EN,English/International,11647,Engineering,,,,,,http://doi.org/10.1007/978-3-030-13605-5,http://link.springer.com/openurl?genre=book&isbn=978-3-030-13605-5,Engineering; Circuits and Systems; Processor Architectures; Logic Design,Springer International Publishing,Springer
Pharmaceutical Biotechnology,"Daan J. A. Crommelin, Robert D. Sindelar, Bernd Meibohm",5th ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-00709-6,978-3-030-00710-2,EN,English/International,11642,Biomedical and Life Sciences,,,,,,http://doi.org/10.1007/978-3-030-00710-2,http://link.springer.com/openurl?genre=book&isbn=978-3-030-00710-2,Biomedicine; Pharmaceutical Sciences/Technology; Biomedical Engineering/Biotechnology,Springer International Publishing,Springer
Mapping Global Theatre Histories,Mark Pizzato,1st ed. 2019,Graduate/advanced undergraduate textbook,2019,"The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG, part of Springer Nature",978-3-030-12726-8,978-3-030-12727-5,EN,English/International,41173,"Literature, Cultural and Media Studies",,,,,,http://doi.org/10.1007/978-3-030-12727-5,http://link.springer.com/openurl?genre=book&isbn=978-3-030-12727-5,Cultural and Media Studies; Theatre History; Performing Arts; Global/International Theatre and Performance,Springer International Publishing,Palgrave Macmillan
Social Marketing in Action,"Debra Z. Basil, Gonzalo Diaz-Meneses, Michael D. Basil",1st ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-13019-0,978-3-030-13020-6,EN,English/International,41169,Business and Management,,2192-4333,2192-4341,Springer Texts in Business and Economics,,http://doi.org/10.1007/978-3-030-13020-6,http://link.springer.com/openurl?genre=book&isbn=978-3-030-13020-6,Business and Management; Consumer Behavior; Market Research/Competitive Intelligence; Management Education,Springer International Publishing,Springer
Analyzing Qualitative Data with MAXQDA,"Udo Kuckartz, Stefan Rädiker",1st ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-15670-1,978-3-030-15671-8,EN,English/International,41176,Social Sciences,,,,,,http://doi.org/10.1007/978-3-030-15671-8,http://link.springer.com/openurl?genre=book&isbn=978-3-030-15671-8,"Social Sciences; Methodology of the Social Sciences; Statistics for Social Science, Behavorial Science, Education, Public Policy, and Law; Research Methods in Education; Statistics and Computing/Statistics Programs; Statistics for Life Sciences, Medicine, Health Sciences; Statistics for Business/Economics/Mathematical Finance/Insurance",Springer International Publishing,Springer
Handbook of Evolutionary Research in Archaeology,Anna Marie Prentiss,1st ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-11116-8,978-3-030-11117-5,EN,English/International,41176,Social Sciences,,,,,,http://doi.org/10.1007/978-3-030-11117-5,http://link.springer.com/openurl?genre=book&isbn=978-3-030-11117-5,Social Sciences; Archaeology,Springer International Publishing,Springer
Evidence-Based Practice in Clinical Social Work,"James W. Drisko, Melissa D. Grady",2nd ed. 2019,Graduate/advanced undergraduate textbook,2019,Springer Nature Switzerland AG,978-3-030-15223-9,978-3-030-15224-6,EN,English/International,41168,Behavioral Science and Psychology,,2520-162X,2520-1611,Essential Clinical Social Work Series,,http://doi.org/10.1007/978-3-030-15224-6,http://link.springer.com/openurl?genre=book&isbn=978-3-030-15224-6,Psychology; Psychotherapy and Counseling; Social Work; Psychotherapy; Social Policy,Springer International Publishing,Springer
